topic_id,rank,doc_id,year,theta_dominant,snippet
8,10,6314,2014,0.940625,"Apparently, the world was waiting for Pam & Gela . As Pamela Skaist-Levy and Gela Nash-Taylor explained at an appointment today, the relaunch of their brand last season proved so successful that they actually had to turn down business. That's a problem most designers would kill to have, but then, most designers aren't making leopard-print French terry sweatsuits, top-and-skirt sets in tie-dyed vel"
9,1,3774,2010,0.971875,"Classic American sportswear was on Elie Tahari 's mind for Spring, as was its patron saint, Lauren Hutton. He's far from the only designer to be channeling the Gap-Toothed One, but then Tahari has always had a knack for knowing which way the wind is blowing and harnessing it to his advantage. The greatest hits of the all-American seventies got nipped and tucked a bit, but mostly were presented fai"
9,2,2268,2008,0.970967741935484,"Swaim and Christina Hutson of Obedient Sons have carved out a nice niche for themselves as purveyors of subversively conservative menswear in the fifties American prep-school vein if you can imagine Holden Caulfield starting a punk band instead of brooding in his dorm room, you've got a good idea of the line's philosophic bent. The husband-and-wife team threw a few women's looks into the mix last "
9,3,4411,2011,0.962,"Marios Schwab struck precisely one note with his latest collection, but it was exactly the right one for him. His subject was chiaroscuro, the interplay of light and dark, and it allowed him to exercise his genetically predetermined gift for alternately revealing and concealing the female form. (Schwab's father made his living in lingerie.) The silhouette was the classic summer dress, usually slee"
9,4,1514,2006,0.9457142857142856,"Maria Cornejo has built a devoted downtown clientele at her 6-year-old Mott Street store. On Thursday morning, a small group of editors and buyers made the traffic-clogged trek from Bryant Park to see her fall collection. It was close quarters, but her clothes didn't disappoint. Curved-seam constructions have been showing up on other designers' runways of late, but Cornejo has been refining these "
9,5,2444,2008,0.9387096774193548,"Tia Cibani, raised in Vancouver, was inspired by the totem poles of the Pacific Northwest, and the lovely live soundtrack for her Ports 1961 runway show was provided by her fellow Canadians the Cowboy Junkies. It was easy to forget, if only for a minute, that we were in midtown Manhattan. With an eagle eye for layering, Cibani kept the long-tall lines suggested by her theme versatile. Skirts in co"
9,6,3331,2010,0.9360655737704918,"After losing the rights to his name and taking the Spring season off, Alessandro Dell'Acqua was back on the runway today with a new label and a somewhat new approach. He's named the collection No. 21 after his lucky number (his birthday is December 21), and as he said backstage, ""It's about real women."" Or to put it another way? ""There's more daywear."" Dell'Acqua's focus on masculine staples like "
9,7,2255,2008,0.9355555555555556,"Doo-Ri Chung is almost ready to shed her ""jersey girl"" ID. There wasn't a fluid knit dress in the lineup, although the fabric the designer focused on was, in fact, a bonded jersey, or two pieces of fabric fused together. ""It's much more sculptural,"" she said backstage, explaining that she was also interested in graphic textures, specifically exotic skins. The show opened with a series of chic litt"
9,8,3446,2010,0.925,"Suzanne Clements and Inacio Ribeiro called their new collection ""Haute Bohemia"" in honor of their favorite moment from the seventies, when Yves Saint Laurent and the Parisian jeunesse dorée were adding new colors to decadence. It was specifically YSL's epochal Russian moment that Clements Ribeiro picked up on. ""Opulence for day-to-day life,"" was how Inacio described it. So there was a luxe overloa"
9,9,3437,2010,0.9216216216216216,"I love things that look like they were once something else, Gary Graham said a few days before his show. And so Fall had a well-worn and repurposed look; even the shoes, cloven-hoof heels (designed to give the models maximum height during a stage-less presentation), were assembled from bits of flotsam and jetsam lying about in the studio. The needlepoint tapestry on one sharp Victorian-ish coat lo"
9,10,6472,2014,0.9048780487804878,"There has been a big, bad masculine thread running through womenswear this season, and Giambattista Valli has had enough of it. ""I wanted to design for a woman who was confident to dress in women's clothes,"" he said after his show today. For the designer, that meant short skirts, exaggerated florals, and extended sleeves. ""Like the hug of a man around her,"" he explained. Valli was feeling a moment"
