year,topic_id,top_relevance_words,top_lift_words
2011,1,"gown, jeweled, skirt, cocktail, bodice, sleeve, number, silk, white, jacket, print, lace, strapless, neckline, sequin","symbol, loyal, jeweled, crinkly, template, salmon, funnel, amusing, attendee, requisite, stand, specialist, streetwear, bee, afraid"
2011,2,"print, letter, pant, shirt, pair, hot, white, khaki, silk, spring, jacket, skirt, trench, flowy, card","holiday, traveler, pleased, partnership, chenille, letter, aged, pinstriped, tutu, authority, flowy, cloque, independent, teenage, bling"
2011,3,"coat, fur, leather, wool, jacket, skirt, shearling, verland, winter, sweater, outerwear, collar, knit, tweed, peacoat","modesty, fiber, swathe, gilet, pelt, broadtail, beaver, clash, verland, aviator, persian, logic, topstitching, snow, masterful"
2011,4,"metal, car, jacket, ninety, nature, habit, body, print, immaculate, open, creativity, leather, coat, reference, armor","substance, stroke, immaculate, protection, ship, burlap, cutting, creativity, glittering, mercury, following, epic, pragmatic, conceit, climate"
2011,5,"skirt, print, short, white, moment, place, jazz, swirl, site, young, vortex, cake, makeup, soundtrack, brocade","haired, vortex, flow, gut, capable, gym, test, messy, tender, remote, lens, conclusion, intellectual, ghost, twee"
2011,6,"lace, gown, delicate, lingerie, sleeve, baroque, count, white, jacket, latex, skirt, cluster, wedding, print, coat","nomad, predominant, bottle, stellar, attire, cluster, adventure, mistake, austerity, integral, sidewalk, austere, baroque, dickey, underwear"
2011,7,"generation, skirt, tracksuit, journey, jean, classic, young, company, street, high, tee, denim, jacket, leather, print","seasonal, interview, streetwise, perky, maiden, kit, takeaway, straw, downbeat, generation, nightclub, puffy, array, financial, tapestry"
2011,8,"print, cha, raffia, paint, skirt, floral, damask, silk, matching, short, white, fun, tropical, graphic, checkerboard","cha, curvaceous, shag, motocross, smattering, patchworked, drift, damask, vacation, intricate, checkerboard, magical, ironic, glad, flame"
2011,9,"silk, skirt, jacket, leather, pant, print, belt, fatale, sheer, orchid, edge, lace, coat, note, work","dart, fatale, floppy, consistency, handwoven, insert, lantern, cascade, prep, surrounding, pressure, clinical, lattice, minor, notch"
2012,0,"jacket, leather, skirt, white, bandage, silk, cutout, middle, print, note, waistline, mannish, masculine, sexy, bottle","maillot, waistline, billowy, childhood, full, destination, bandage, clash, sliver, stride, nighttime, inky, guard, salmon, translation"
2012,1,"gown, white, number, cocktail, satin, neckline, column, embroidery, skirt, lace, silk, delicate, lambskin, simple, print","sash, target, peony, glitz, raincoat, diverse, streetwear, flouncy, opaque, tack, rigorous, lightning, plissé, count, fussy"
2012,2,"print, short, denim, jacket, linen, leather, lineup, jean, cotton, cool, pool, pant, range, white, shirt","monogram, handwoven, versatility, host, racer, goth, cheek, flair, passion, cowgirl, assortment, trail, gal, studded, sunburst"
2012,3,"fur, coat, wool, leather, jacket, luxury, mink, bag, outerwear, sweater, cashmere, chinchilla, lamb, skirt, pelt","chinchilla, sable, fluffy, danger, necked, financial, sheepskin, pelt, gimmick, pea, toggle, devoted, romp, broadtail, scheme"
2012,4,"authority, print, hand, nylon, jacket, white, secret, layering, venue, political, material, certain, work, furry, art","immaculate, bait, authority, function, theatric, nomad, father, secret, flea, cultural, smoky, jazz, political, languor, glad"
2012,5,"tennis, print, giant, lover, dream, giraffe, rose, catwalk, skirt, frothy, life, jungle, association, word, lady","investment, frothy, sensation, samurai, fodder, buttery, attendee, compliment, angst, giraffe, sol, overwhelming, tennis, incongruous, irresistible"
2012,6,"steam, gown, leather, sheer, jacket, skirt, coat, print, lace, legend, balloon, pant, inset, velvet, cut","identifiable, aubergine, flow, corsetry, circuit, steam, glimpse, wire, integral, teen, placket, cummerbund, stitching, shimmery, racy"
2012,7,"print, pant, high, skirt, jacket, swimwear, leather, price, pink, futuristic, drab, short, vinyl, silk, slogan","junior, silky, originality, meantime, condition, bangle, slogan, swimwear, trainer, drab, pull, cup, mainstay, slow, wine"
2012,8,"print, skirt, frock, crystal, flounce, short, white, chevron, sweater, floral, birthday, tempting, pant, costume, mien","breath, flounce, bear, tangerine, birthday, costume, bloomer, onlooker, idiom, consistency, aerial, headline, sugar, scalloped, beach"
2012,9,"skirt, tie, jacket, leather, print, pant, strong, coat, silk, grouping, tactile, note, preppy, partner, shirt","jigsaw, billionaire, musician, tailcoat, mauve, crinkled, grouping, fastening, takeaway, intelligent, tactile, perforation, surface, camisole, artsy"
2013,0,"wool, towel, white, skirt, static, body, print, graphic, con, interest, volume, coat, bent, leather, silk","bent, static, financial, newcomer, spider, chemise, pouf, towel, headgear, folkloric, veil, mode, anchor, underwear, disc"
2013,1,"gown, lace, carpet, tulle, fishnet, silk, crepe, cocktail, skirt, white, satin, beading, number, body, sheath","faithful, curvy, neckpiece, jarring, lunch, debutante, attire, war, mannequin, spectator, crinoline, fishnet, triple, bulky, jolt"
2013,2,"print, shirt, lineup, jacket, short, skirt, leather, silk, trouser, white, cool, denim, sporty, pullover, easy","piecer, assortment, plunge, maillot, folksy, kaleidoscope, dripping, greek, diverse, skimpy, naughty, groovy, cum, poufy, palazzo"
2013,3,"fur, leather, coat, jacket, shearling, wool, outerwear, sweater, faux, cashmere, plaid, double, pant, skirt, mink","intelligent, urbane, slash, knicker, update, raison, load, rustic, ply, cable, persian, foulard, faux, lbd, caramel"
2013,4,"art, work, short, skirt, domestic, architect, aerial, irony, jacket, display, fluid, issue, real, use, square","predominant, overlap, arty, sunshine, irony, irregular, stroke, aerial, inclined, comic, mineral, breakthrough, slingback, gift, tongue"
2013,5,"notion, catwalk, place, past, gilded, makeup, people, control, eye, globe, music, power, wonderful, presentation, painting","romp, uncompromising, translation, perky, purse, impeccable, web, pool, hope, loop, divine, globe, multi, danger, hostess"
2013,6,"skirt, weakness, satin, white, gown, print, jacket, silk, lace, serene, short, fish, wispy, cut, floral","clash, peacock, rarefied, break, weakness, harem, burnished, compliment, chubby, flyaway, shouldered, liquid, theatric, bronze, weightless"
2013,7,"classic, activewear, leather, logo, band, sweatshirt, jacket, eighty, showgirl, jean, item, young, fearless, ninety, people","fortune, target, attraction, mainstream, gut, milanese, aged, dainty, fearless, pristine, sample, activewear, sol, raspberry, triangular"
2013,8,"print, floral, white, skirt, blue, sweet, velour, seersucker, cha, pretty, pleated, international, short, cotton, flounce","straw, knot, velour, overdone, mom, exciting, corseted, respect, seersucker, thirty, snappy, smattering, hawaiian, chubby, cha"
2013,9,"dye, print, silk, jacket, skirt, blue, deconstruction, leather, tie, flip, physical, white, coat, pant, instance","swathe, vixen, traveler, physical, dolman, affordable, flip, com, maiden, dye, steam, cutting, rein, easygoing, deconstruction"
2014,0,"corporate, paper, green, splash, pistachio, jacket, limit, stroke, keen, skirt, grace, earth, slash, asymmetry, substantial","pistachio, splash, complaint, status, belgian, dripping, economy, bandeau, stroke, envelope, transparency, corporate, slash, skimpy, goddess"
2014,1,"gown, lace, carpet, metallic, skirt, neckline, high, gala, bugle, intense, silk, lbd, attire, starlet, number","black, aubergine, protective, sleeved, ruby, pixelated, angst, stick, uptown, diva, hippie, inch, snakeskin, boudoir, ladylike"
2014,2,"grunge, plaid, frilly, laced, pant, groove, novelty, cool, capsule, jacket, shirt, campaign, highlight, romper, denim","laced, frilly, perennial, agenda, punky, gun, silky, bite, substance, suspender, groovy, freedom, impulse, romper, somber"
2014,3,"coat, leather, jacket, sweater, wool, fur, skirt, turtleneck, cozy, outerwear, shearling, furry, collar, lineup, mohair","logic, touchstone, rebellious, poet, editorial, nighttime, resource, waistcoat, seasonal, semi, service, raspberry, toggle, device, pleasing"
2014,4,"oxford, clunky, stirrup, nylon, shoe, earthy, smock, talk, official, fire, fur, blocking, ring, intriguing, bike","trail, stirrup, clunky, shoot, tack, oxford, bike, viable, physical, attractive, naked, talk, border, blocking, forceful"
2014,5,"culture, supermarket, life, past, mass, obsession, extravagant, movie, catwalk, ongoing, candy, exhibition, theatrical, ground, presentation","strand, generation, broderie, anglaise, moth, control, magical, innocence, local, supermarket, tailcoat, fruit, subtext, showcase, rack"
2014,6,"dart, dévoré, motion, oeuvre, retrospective, draping, velvet, reality, chiffon, possibility, suggestive, knot, cake, forty, lacing","draping, knot, cake, dart, searing, confection, suggestive, corsetry, dip, motion, forty, lacing, oeuvre, reality, review"
2014,7,"billionaire, mile, contender, stock, ply, price, leather, urban, well, chocolate, deluxe, camo, shirt, shag, slip","billionaire, contender, teen, teenage, cheerleader, oversized, stock, mile, full, theatric, web, site, scuba, opener, occasional"
2014,8,"tweedy, remote, bridge, winter, pale, formal, unusual, patent, print, diverse, business, pleasure, coat, cashmere, portion","tweedy, remote, rubberized, maiden, bridge, cloque, clash, premise, summery, formal, unusual, rarefied, globe, cigarette, marble"
2014,9,"insulation, pile, pannier, refinement, wool, generous, offer, jacket, confident, gentle, coat, duality, print, antidote, word","pannier, pile, ante, buttery, deconstruction, sensible, maillot, refinement, tenth, glance, gentle, insulation, flounce, duality, antidote"
